episode,episode_reward,episode_steps,episode_success,episode_delay,total_samples,epsilon,loss,timestamp
26,-79.21920901234404,72,1,497.9206374981142,1080,0.9493,0.021207,2026-04-02 14:15:49
27,-5.315611550704672,16,1,117.67609731306813,1095,0.9474,0.020345,2026-04-02 14:15:49
28,-18.78398016123627,73,1,335.01393047548567,1104,0.9455,0.064236,2026-04-02 14:15:49
29,-5.967096255694605,15,1,128.80997756921522,1204,0.9436,0.053523,2026-04-02 14:15:51
30,-19.868344602084736,46,1,267.18152229098564,1207,0.9417,0.088706,2026-04-02 14:15:51
31,-5.757876467095991,9,1,120.89971970661438,1286,0.9398,0.017901,2026-04-02 14:15:52
32,0.380535505658312,1,1,15.49351702226311,1301,0.9379,0.063588,2026-04-02 14:15:53
33,1.2496560505034198,6,1,41.11792802620259,1356,0.9361,0.098023,2026-04-02 14:15:54
34,-19.216306084511967,35,1,170.6284955297855,1376,0.9342,0.027360,2026-04-02 14:15:54
35,-14.558330415650865,30,1,197.0652868207838,1447,0.9323,0.057989,2026-04-02 14:15:55
36,-65.55451380555414,89,1,636.6415234509514,1512,0.9305,0.046457,2026-04-02 14:15:56
37,-4.974569947275448,15,1,104.44817969504818,1572,0.9286,0.046139,2026-04-02 14:15:57
38,-8.769746638378775,50,1,182.40703516654233,1759,0.9267,0.020722,2026-04-02 14:15:59
39,-67.77953093545878,85,1,460.89503190811405,1780,0.9249,0.098296,2026-04-02 14:15:59
40,-112.40911156482844,146,1,805.8142861354308,1918,0.9230,0.028329,2026-04-02 14:16:00
41,-20.440402536026422,77,1,377.6905172580723,1993,0.9212,0.017202,2026-04-02 14:16:01
42,-34.804332376684314,64,1,447.69492571015155,2026,0.9194,0.038197,2026-04-02 14:16:01
43,-31.496611203580034,58,1,257.1569410088762,2037,0.9175,0.095954,2026-04-02 14:16:01
44,0.3081724887995761,3,1,18.22436468741136,2056,0.9157,0.056463,2026-04-02 14:16:01
45,-6.3165543615044655,23,1,156.0944483864341,2105,0.9138,0.030948,2026-04-02 14:16:02
46,-2.208515208222031,14,1,79.39622581542692,2107,0.9120,0.033795,2026-04-02 14:16:02
47,-3.073648578725516,7,1,71.20118841963934,2117,0.9102,0.084931,2026-04-02 14:16:02
48,-71.001307230254,151,1,613.1118004729819,2178,0.9084,0.027949,2026-04-02 14:16:03
49,-4.950569939806411,10,1,99.4161678694074,2188,0.9066,0.013736,2026-04-02 14:16:03
50,-1.555268679077423,4,1,39.84208986428815,2226,0.9047,0.029700,2026-04-02 14:16:03
51,-1.745590851390082,8,1,73.37744431003021,2246,0.9029,0.093097,2026-04-02 14:16:03
52,-7.206551791925478,8,1,93.52383431854832,2316,0.9011,0.081212,2026-04-02 14:16:04
53,-52.34824443181389,74,1,536.7857245158325,2345,0.8993,0.036682,2026-04-02 14:16:04
54,-146.78846812604223,200,0,1250.6606625827067,2363,0.8975,0.039232,2026-04-02 14:16:04
55,-23.986046555308665,51,1,307.9759551979508,2440,0.8957,0.055067,2026-04-02 14:16:05
56,-0.5267636695936208,9,1,44.05407754042538,2440,0.8939,0.055067,2026-04-02 14:16:05
57,-18.976010277565805,27,1,241.56820677788798,2443,0.8922,0.047095,2026-04-02 14:16:05
58,-6.552184239712299,22,1,160.5602234815074,2495,0.8904,0.084474,2026-04-02 14:16:06
59,-17.174879012759586,17,1,228.1797413691076,2581,0.8886,0.019960,2026-04-02 14:16:06
60,-4.795582716421352,17,1,123.08420059883258,2637,0.8868,0.038729,2026-04-02 14:16:07
61,-22.100390210675513,39,1,208.22332249806465,2657,0.8850,0.110501,2026-04-02 14:16:07
62,-38.67504378052753,71,1,406.65414223247353,2668,0.8833,0.075462,2026-04-02 14:16:07
63,-11.955071217963317,31,1,244.4025121341935,2689,0.8815,0.047726,2026-04-02 14:16:08
64,0.6053724440740322,7,1,45.65947059783649,2730,0.8797,0.140573,2026-04-02 14:16:08
65,0.5487546984255551,1,1,14.785899082858743,2745,0.8780,0.109405,2026-04-02 14:16:08
66,-2.962724962295966,7,1,68.88556621064131,2750,0.8762,0.093174,2026-04-02 14:16:08
67,-1.3430936603297194,9,1,45.777601464167205,2829,0.8745,0.146424,2026-04-02 14:16:09
68,-87.01507781233398,136,1,748.7864746658915,2847,0.8727,0.025270,2026-04-02 14:16:09
69,-2.5354993429413226,11,1,89.88558882908114,2922,0.8710,0.078400,2026-04-02 14:16:10
70,-14.220306202372981,22,1,135.47087202058952,2925,0.8692,0.044599,2026-04-02 14:16:10
71,-15.033011153029642,37,1,220.78584862448085,2952,0.8675,0.059662,2026-04-02 14:16:10
72,-0.9718122961685757,11,1,52.1734121684285,3014,0.8658,0.023100,2026-04-02 14:16:11
73,-17.526681599645173,55,1,286.2171659535895,3072,0.8640,0.060375,2026-04-02 14:16:11
74,-19.580637815163694,32,1,256.29268712044274,3104,0.8623,0.107413,2026-04-02 14:16:11
75,-3.193700723960582,5,1,45.105734874053326,3119,0.8606,0.123908,2026-04-02 14:16:12
76,-3.335087643434531,14,1,70.329129278972,3129,0.8589,0.072077,2026-04-02 14:16:12
77,-3.163878195919642,4,1,58.55718055716915,3140,0.8571,0.054784,2026-04-02 14:16:12
78,-57.09857157987394,137,1,810.1481929126354,3192,0.8554,0.112427,2026-04-02 14:16:12
79,-6.188495965616836,9,1,99.27291467743832,3195,0.8537,0.068558,2026-04-02 14:16:12
80,-0.9396552666377855,9,1,33.192956591072246,3216,0.8520,0.075284,2026-04-02 14:16:13
81,-12.453352202003114,37,1,262.1849134576675,3247,0.8503,0.041164,2026-04-02 14:16:13
82,-0.9909207636943405,8,1,71.55546285703505,3260,0.8486,0.069427,2026-04-02 14:16:13
83,-80.35710323310795,109,1,604.342768249017,3297,0.8469,0.019749,2026-04-02 14:16:13
84,-10.835076729068483,18,1,113.10612483508015,3410,0.8452,0.088864,2026-04-02 14:16:14
85,-42.17027410442449,41,1,236.3863410961089,3457,0.8435,0.028232,2026-04-02 14:16:15
86,-13.567730302449833,30,1,188.55858537006134,3490,0.8418,0.137371,2026-04-02 14:16:15
87,-13.554476463802132,32,1,200.6138822814805,3557,0.8402,0.064834,2026-04-02 14:16:16
88,-26.210508171249508,52,1,302.00199791985375,3631,0.8385,0.096175,2026-04-02 14:16:17
89,-3.1659931632779537,29,1,89.62212808519934,3644,0.8368,0.026354,2026-04-02 14:16:17
90,-0.4538115915386943,2,1,30.534717346994768,3652,0.8351,0.085324,2026-04-02 14:16:17
91,-20.23614841339327,29,1,183.14587127077803,3725,0.8334,0.052687,2026-04-02 14:16:18
92,-8.530935124841719,26,1,122.20743077762594,3767,0.8318,0.130401,2026-04-02 14:16:18
93,-109.31275359559797,134,1,757.4488403598879,3983,0.8301,0.191710,2026-04-02 14:16:20
94,-36.0929774981479,69,1,376.75213193688654,4009,0.8285,0.106148,2026-04-02 14:16:20
95,-159.4779623259331,200,0,1087.6275459671365,4154,0.8268,0.073785,2026-04-02 14:16:22
96,-27.59485502048313,53,1,354.80739031048324,4194,0.8251,0.064098,2026-04-02 14:16:22
97,-136.9324707893037,131,1,841.590229324599,4234,0.8235,0.159865,2026-04-02 14:16:22
98,-21.82699640791575,37,1,228.94081685492776,4454,0.8219,0.057069,2026-04-02 14:16:24
99,-9.767166640445245,37,1,164.23085065953094,4495,0.8202,0.176430,2026-04-02 14:16:25
100,-95.30567526338942,115,1,775.1830396168722,4569,0.8186,0.058223,2026-04-02 14:16:26
101,-35.59994067444038,44,1,285.0857567574495,4590,0.8169,0.049603,2026-04-02 14:16:26
102,-74.46769474877944,121,1,786.9997977542889,4610,0.8153,0.054090,2026-04-02 14:16:26
103,-6.883982745526413,21,1,170.17652258169787,4625,0.8137,0.106159,2026-04-02 14:16:26
104,-7.933939265512262,11,1,130.46679254582833,4704,0.8120,0.114072,2026-04-02 14:16:27
105,-54.851050234654124,100,1,524.5920016625514,4805,0.8104,0.124803,2026-04-02 14:16:28
106,-20.394931115573048,43,1,250.70320866048326,4839,0.8088,0.119657,2026-04-02 14:16:28
107,-27.316653813821656,41,1,344.4797167063251,4897,0.8072,0.157249,2026-04-02 14:16:29
108,-8.389730777944484,35,1,190.226636857106,4988,0.8056,0.106199,2026-04-02 14:16:30
109,-42.94479003480493,56,1,456.197841970154,5037,0.8039,0.030175,2026-04-02 14:16:30
110,-53.24529614372302,53,1,471.7681912705952,5050,0.8023,0.131296,2026-04-02 14:16:30
111,-2.7704825240067317,4,1,51.380586523748626,5089,0.8007,0.032882,2026-04-02 14:16:31
112,-78.59446583556563,172,1,964.1278704753405,5091,0.7991,0.040099,2026-04-02 14:16:31
113,-30.433548686724578,36,1,237.43923491856202,5092,0.7975,0.115557,2026-04-02 14:16:31
114,-5.37847474773335,20,1,124.90199033559233,5149,0.7959,0.041510,2026-04-02 14:16:31
115,-15.137676466074154,16,1,147.86745954405438,5166,0.7944,0.024743,2026-04-02 14:16:31
116,-12.636133276174748,10,1,114.38375588322889,5172,0.7928,0.075905,2026-04-02 14:16:31
117,-1.0853934621542929,9,1,48.80839916329735,5226,0.7912,0.130582,2026-04-02 14:16:32
118,-12.811546762969586,19,1,158.2288661727841,5247,0.7896,0.034832,2026-04-02 14:16:32
119,-10.961141664823675,18,1,124.35026068988523,5314,0.7880,0.051451,2026-04-02 14:16:33
120,-7.616172454182168,11,1,83.35690002941043,5341,0.7864,0.088342,2026-04-02 14:16:33
121,-63.84824155299396,71,1,439.25784729526345,5401,0.7849,0.040923,2026-04-02 14:16:34
122,-10.735752364795008,29,1,163.95630542448404,5407,0.7833,0.120230,2026-04-02 14:16:34
123,-4.553106143706478,15,1,108.29341215685204,5465,0.7817,0.045650,2026-04-02 14:16:34
124,-25.627814083159294,53,1,332.5943543749463,5512,0.7802,0.052938,2026-04-02 14:16:35
125,-9.586515755415753,18,1,115.1195819283612,5549,0.7786,0.043029,2026-04-02 14:16:35
126,-151.64161814115178,200,0,1172.6985409171104,5560,0.7770,0.039125,2026-04-02 14:16:35
127,-4.563490207177135,4,1,56.987449061111775,5586,0.7755,0.103605,2026-04-02 14:16:35
128,-10.44883422194499,25,1,154.7376118212927,5610,0.7739,0.194879,2026-04-02 14:16:36
129,-9.693229399932601,52,1,290.9046901875579,5638,0.7724,0.192550,2026-04-02 14:16:36
130,-8.591424375619711,22,1,172.59931051689165,5641,0.7709,0.153435,2026-04-02 14:16:36
131,-45.003664774199876,95,1,414.90377778956224,5642,0.7693,0.085734,2026-04-02 14:16:36
132,-11.475325531332803,10,1,143.50375503273054,5642,0.7678,0.085734,2026-04-02 14:16:36
133,0.44252569573776007,3,1,14.365617733593885,5670,0.7662,0.132873,2026-04-02 14:16:36
134,-0.3219437767513643,4,1,36.82302149426635,5673,0.7647,0.060200,2026-04-02 14:16:36
135,-29.950204485504845,34,1,344.575979444865,5784,0.7632,0.072672,2026-04-02 14:16:37
136,-15.863360334063154,27,1,257.90180605057725,5890,0.7616,0.052564,2026-04-02 14:16:39
137,-4.038224270777372,6,1,67.79422789390111,5944,0.7601,0.012557,2026-04-02 14:16:39
138,-39.02642696437409,55,1,436.22157390079286,6049,0.7586,0.124351,2026-04-02 14:16:40
139,-22.48575961047611,33,1,206.41369297236938,6052,0.7571,0.090266,2026-04-02 14:16:40
140,0.33936941607532645,1,1,15.167407309347972,6067,0.7556,0.224179,2026-04-02 14:16:40
141,-16.36077903362284,59,1,314.9220200892058,6145,0.7541,0.073458,2026-04-02 14:16:41
142,-10.131569704670913,30,1,182.69468237437385,6187,0.7526,0.067721,2026-04-02 14:16:41
143,-5.465409834785287,15,1,144.0770434093709,6192,0.7510,0.076154,2026-04-02 14:16:41
144,0.6473030816323115,2,1,11.166607062494089,6209,0.7495,0.067604,2026-04-02 14:16:42
145,-82.98469442995453,79,1,493.34750636459063,6269,0.7480,0.067047,2026-04-02 14:16:42
146,-5.2160605947652625,18,1,115.08357411104907,6341,0.7466,0.097202,2026-04-02 14:16:43
147,-28.58046636798317,43,1,383.12954672547403,6392,0.7451,0.121685,2026-04-02 14:16:43
148,-2.0622184253899847,6,1,58.102935007484255,6447,0.7436,0.004649,2026-04-02 14:16:44
149,-31.8435439912785,40,1,311.0818811226889,6531,0.7421,0.018064,2026-04-02 14:16:45
150,-26.005369122462287,33,1,325.3688808921314,6536,0.7406,0.127369,2026-04-02 14:16:45
151,-54.46481494154032,51,1,386.03146930413095,6551,0.7391,0.024615,2026-04-02 14:16:45
152,-17.492008140759545,21,1,231.43456328466453,6619,0.7376,0.096083,2026-04-02 14:16:46
153,-8.57136945106451,19,1,132.63657314037715,6686,0.7362,0.064189,2026-04-02 14:16:46
154,-112.36303332359135,146,1,764.1684252469618,6794,0.7347,0.076315,2026-04-02 14:16:47
155,-5.227579646731402,30,1,116.92062358039806,6864,0.7332,0.161236,2026-04-02 14:16:48
156,-180.80005429089525,200,0,1575.7297554779507,6886,0.7318,0.141404,2026-04-02 14:16:48
157,0.10190267410844157,2,1,18.890978265715336,6886,0.7303,0.141404,2026-04-02 14:16:48
158,-0.5933277065042196,6,1,44.39094802935824,6940,0.7288,0.178492,2026-04-02 14:16:49
159,-18.790240750009755,52,1,289.38025643327495,6951,0.7274,0.086263,2026-04-02 14:16:49
160,0.8056483777216646,1,1,8.864602354108863,6966,0.7259,0.111267,2026-04-02 14:16:49
161,-15.029877403115286,39,1,204.55819301160778,6998,0.7245,0.079830,2026-04-02 14:16:49
162,-127.73124541880348,183,1,1301.8704752511073,7025,0.7230,0.105775,2026-04-02 14:16:50
163,-1.9278194258773818,8,1,63.96397067176848,7036,0.7216,0.291886,2026-04-02 14:16:50
164,-31.584240744550538,68,1,502.2860777445276,7089,0.7201,0.131792,2026-04-02 14:16:50
165,-3.5540522604042013,20,1,118.87915273370591,7161,0.7187,0.033876,2026-04-02 14:16:51
166,-10.886913706480252,11,1,130.88567168923367,7184,0.7172,0.186428,2026-04-02 14:16:51
167,0.005373785028399913,4,1,38.7642271676788,7198,0.7158,0.154195,2026-04-02 14:16:51
168,-15.201707967735532,33,1,236.8634058762566,7291,0.7144,0.179802,2026-04-02 14:16:52
169,-8.085932196442545,13,1,91.41228914351427,7307,0.7130,0.075878,2026-04-02 14:16:53
170,-44.01546000700579,58,1,404.7292467057678,7343,0.7115,0.101840,2026-04-02 14:16:53
171,-3.676805889954346,15,1,78.44809443762438,7416,0.7101,0.064739,2026-04-02 14:16:54
172,-28.116532435131557,49,1,328.4042982311616,7427,0.7087,0.017007,2026-04-02 14:16:54
173,-12.658379060459799,23,1,178.6543356764201,7495,0.7073,0.219421,2026-04-02 14:16:54
174,-72.18733189902116,89,1,569.6258068460643,7495,0.7059,0.219421,2026-04-02 14:16:54
175,-64.23697870707701,73,1,445.85576584697793,7515,0.7044,0.112683,2026-04-02 14:16:55
176,-26.830830732646195,32,1,255.86152851628185,7601,0.7030,0.056784,2026-04-02 14:16:55
177,-6.416082103230581,18,1,124.99734453788182,7643,0.7016,0.214852,2026-04-02 14:16:56
178,-44.72337694707955,68,1,432.6534838763426,7724,0.7002,0.157051,2026-04-02 14:16:57
179,-22.860309764998203,29,1,168.6127081657706,7730,0.6988,0.038688,2026-04-02 14:16:57
180,-19.872835070967525,22,1,163.945357239903,7780,0.6974,0.096258,2026-04-02 14:16:57
181,-12.53353418487857,15,1,157.4404429512225,7856,0.6960,0.026577,2026-04-02 14:16:58
182,-43.62121756681888,45,1,303.4141469826537,7876,0.6946,0.098930,2026-04-02 14:16:58
183,-168.63840659372633,196,1,1323.9998225123875,7882,0.6932,0.171721,2026-04-02 14:16:58
184,-1.0444470495365241,11,1,84.3319839648293,7949,0.6919,0.113799,2026-04-02 14:16:59
185,-31.34863684875418,30,1,309.2766870929834,7965,0.6905,0.057105,2026-04-02 14:16:59
186,-2.85107178814685,23,1,94.02467607377,8071,0.6891,0.153029,2026-04-02 14:17:00
187,-7.867928289516983,15,1,171.51927153397764,8074,0.6877,0.108803,2026-04-02 14:17:00
188,-23.982794282338777,30,1,183.5288533564899,8118,0.6863,0.128054,2026-04-02 14:17:01
189,-86.61137864639664,90,1,625.3046049146276,8138,0.6850,0.058953,2026-04-02 14:17:01
190,-34.99212353771624,57,1,333.94067700432186,8234,0.6836,0.093157,2026-04-02 14:17:02
191,-42.07231027462005,83,1,441.26788925536994,8300,0.6822,0.013465,2026-04-02 14:17:03
192,-128.29277289722236,113,1,701.9793388859134,8308,0.6809,0.146416,2026-04-02 14:17:03
193,-11.815207555804237,31,1,209.21318976467234,8391,0.6795,0.129586,2026-04-02 14:17:03
194,-1.59288463835146,11,1,40.863185208723266,8402,0.6781,0.211617,2026-04-02 14:17:04
195,-1.7910195358602496,1,1,41.55189383947553,8417,0.6768,0.238192,2026-04-02 14:17:04
196,-41.81251490952303,63,1,437.7214307165929,8466,0.6754,0.054267,2026-04-02 14:17:04
197,-25.268489024739438,44,1,313.4545242049044,8468,0.6741,0.137880,2026-04-02 14:17:04
198,-19.753827081441603,34,1,116.55809345179568,8505,0.6727,0.053969,2026-04-02 14:17:05
199,-68.490539609875,69,1,378.1831184186273,8621,0.6714,0.106012,2026-04-02 14:17:06
200,-13.311108539656226,24,1,152.4619541422351,8661,0.6701,0.123770,2026-04-02 14:17:06
201,-33.16341691684121,47,1,356.24501503180716,8673,0.6687,0.196482,2026-04-02 14:17:06
202,-0.4413962171889333,2,1,34.48558557412378,8695,0.6674,0.042637,2026-04-02 14:17:07
203,-39.857436608799865,40,1,362.53028209755513,8711,0.6660,0.139769,2026-04-02 14:17:07
204,-38.02587890211363,58,1,301.752794203212,8880,0.6647,0.264412,2026-04-02 14:17:08
205,-19.095402664456564,37,1,204.53960672196558,8919,0.6634,0.127008,2026-04-02 14:17:09
206,-28.63569475963896,31,1,277.3883394080421,8947,0.6621,0.071198,2026-04-02 14:17:09
207,-17.100436978128222,42,1,210.0459235929482,9051,0.6607,0.062812,2026-04-02 14:17:10
208,-16.500584765147842,33,1,189.80305734101643,9148,0.6594,0.065800,2026-04-02 14:17:11
209,-5.594433517886663,37,1,149.20829737706734,9218,0.6581,0.022639,2026-04-02 14:17:12
210,-58.60703841502328,146,1,699.7574402249078,9228,0.6568,0.054334,2026-04-02 14:17:12
211,0.7326138985423252,2,1,20.788447416880704,9240,0.6555,0.130645,2026-04-02 14:17:12
212,-5.847944865460216,11,1,118.92322346693851,9240,0.6541,0.130645,2026-04-02 14:17:12
213,0.043887074710453056,3,1,28.510675764134305,9270,0.6528,0.085070,2026-04-02 14:17:12
214,-14.33964438279668,42,1,222.97508385511728,9283,0.6515,0.111805,2026-04-02 14:17:12
215,-3.2451545791495047,7,1,86.63902778757067,9332,0.6502,0.136011,2026-04-02 14:17:13
216,-8.032724017476129,15,1,141.22403258582372,9362,0.6489,0.092076,2026-04-02 14:17:13
217,-57.1142435565989,116,1,534.9172045790397,9422,0.6476,0.157662,2026-04-02 14:17:14
218,-28.2213415781076,28,1,261.57133947592985,9453,0.6463,0.126807,2026-04-02 14:17:14
219,-0.6086951496891302,15,1,27.036535280540114,9456,0.6450,0.053789,2026-04-02 14:17:14
220,-86.83977447875603,131,1,769.3475518771289,9500,0.6438,0.054454,2026-04-02 14:17:15
221,-1.4980400706115153,10,1,79.64468410852905,9505,0.6425,0.112489,2026-04-02 14:17:15
222,-1.7668496278007721,5,1,47.78167129983102,9546,0.6412,0.151320,2026-04-02 14:17:15
223,-1.0012756791743158,12,1,69.46001466903765,9552,0.6399,0.113804,2026-04-02 14:17:15
224,-9.964529828924821,18,1,148.02516453698024,9655,0.6386,0.112171,2026-04-02 14:17:16
225,-3.9696848707554846,14,1,118.1216233841947,9663,0.6373,0.138987,2026-04-02 14:17:16
226,-9.158710808165285,33,1,190.83924766885255,9721,0.6361,0.215055,2026-04-02 14:17:17
227,-10.358390335869114,10,1,117.51320474855444,9748,0.6348,0.109440,2026-04-02 14:17:17
228,-30.470676133954193,33,1,206.50327403912996,9924,0.6335,0.156219,2026-04-02 14:17:19
229,-25.442660728523204,53,1,361.27907228489283,9977,0.6323,0.058642,2026-04-02 14:17:19
230,-72.56142717108209,103,1,640.6808520287813,10099,0.6310,0.048860,2026-04-02 14:17:21
231,-6.058198714102929,27,1,133.3236234473113,10146,0.6297,0.118288,2026-04-02 14:17:21
232,-40.87029234604916,56,1,306.9785785843048,10171,0.6285,0.111533,2026-04-02 14:17:21
233,0.9062327073680534,4,1,6.901799705299574,10183,0.6272,0.108623,2026-04-02 14:17:22
234,-159.3379853156185,200,0,1051.0763882254823,10236,0.6260,0.077397,2026-04-02 14:17:22
235,-135.72729695757658,154,1,824.0422182838327,10265,0.6247,0.044222,2026-04-02 14:17:22
236,-50.273548863938,65,1,451.0972683432289,10268,0.6235,0.122272,2026-04-02 14:17:22
237,0.8910528075449383,2,1,9.373007328878565,10291,0.6222,0.067487,2026-04-02 14:17:23
238,-12.510843868698121,24,1,141.09749953338957,10291,0.6210,0.067487,2026-04-02 14:17:23
239,-6.636874238161843,28,1,94.89914671737446,10395,0.6197,0.176323,2026-04-02 14:17:24
240,-17.983611527572613,20,1,153.17935794776113,10398,0.6185,0.048946,2026-04-02 14:17:24
241,-7.891299328509852,21,1,121.76158046046437,10464,0.6172,0.117668,2026-04-02 14:17:24
242,-39.59028415539819,31,1,214.49684444435334,10514,0.6160,0.094925,2026-04-02 14:17:25
