episode,episode_reward,episode_steps,episode_success,episode_delay,total_samples,epsilon,loss,timestamp
498,-1.7814942536757847,16,1,60.490322641246124,22277,0.3690,0.237416,2026-04-02 14:19:26
499,-27.787241481044884,34,1,211.13095902638295,22286,0.3682,0.115569,2026-04-02 14:19:26
500,-52.95216807281043,68,1,494.6277350572761,22313,0.3675,0.297314,2026-04-02 14:19:27
501,-0.5030368155448911,3,1,32.12437587684123,22315,0.3668,0.263841,2026-04-02 14:19:27
502,-70.86915539212353,85,1,508.94569953582345,22326,0.3660,0.118445,2026-04-02 14:19:27
503,-66.17979063051246,109,1,684.7806570490807,22434,0.3653,0.094852,2026-04-02 14:19:28
504,-21.382581079081252,23,1,185.9162015428757,22462,0.3646,0.097670,2026-04-02 14:19:28
505,-60.982296363163634,88,1,557.5000076616861,22489,0.3639,0.298981,2026-04-02 14:19:29
506,-63.38769444010377,61,1,498.2984552387181,22494,0.3631,0.079426,2026-04-02 14:19:29
507,-4.480675467569847,6,1,75.29332286246502,22514,0.3624,0.192396,2026-04-02 14:19:29
508,-37.49793001464481,33,1,244.32131067818767,22591,0.3617,0.333103,2026-04-02 14:19:30
509,-6.7201420175083735,23,1,114.98368462365067,22620,0.3609,0.136207,2026-04-02 14:19:30
510,0.3633403610778775,14,1,12.727100016801218,22630,0.3602,0.203211,2026-04-02 14:19:30
511,-13.939848376331641,19,1,142.11420076918841,22648,0.3595,0.135639,2026-04-02 14:19:30
512,-11.862610735097482,35,1,144.53773112799468,22772,0.3588,0.151533,2026-04-02 14:19:32
513,-198.64507787706296,164,1,1174.1314584930399,22908,0.3581,0.131964,2026-04-02 14:19:33
514,-42.82988196365753,75,1,466.6659384889189,22909,0.3574,0.041717,2026-04-02 14:19:33
515,-37.298716086955146,50,1,255.17220305530103,23032,0.3566,0.288943,2026-04-02 14:19:34
516,-36.30890041458771,40,1,254.37135705603765,23097,0.3559,0.467778,2026-04-02 14:19:35
517,-18.966861261524045,23,1,140.3087638737569,23098,0.3552,0.170212,2026-04-02 14:19:35
518,-38.16062998823464,61,1,348.77969065081606,23107,0.3545,0.107464,2026-04-02 14:19:35
519,-7.188055914884215,16,1,117.38501108736259,23163,0.3538,0.105414,2026-04-02 14:19:36
520,-61.48710900071067,79,1,463.49778868663407,23219,0.3531,0.118034,2026-04-02 14:19:36
521,-112.94515398909914,121,1,777.3409485555584,23271,0.3524,0.138856,2026-04-02 14:19:37
522,0.24311684383433818,1,1,14.88996173639596,23285,0.3517,0.157301,2026-04-02 14:19:37
523,-11.578727005543325,23,1,179.08960598694108,23296,0.3510,0.224773,2026-04-02 14:19:37
524,-11.401760885177747,28,1,138.4025285164195,23321,0.3503,0.105060,2026-04-02 14:19:37
525,-45.582347834712564,54,1,423.24093001364184,23335,0.3496,0.206175,2026-04-02 14:19:37
526,-1.944183868000957,5,1,39.122581822857775,23367,0.3489,0.099251,2026-04-02 14:19:38
527,-62.534209755532245,91,1,531.4426228515026,23368,0.3482,0.227017,2026-04-02 14:19:38
528,-2.4569320956616885,4,1,52.598385709902416,23372,0.3475,0.308926,2026-04-02 14:19:38
529,-4.363012654247704,16,1,68.52103935265318,23413,0.3468,0.628181,2026-04-02 14:19:38
530,-13.704589993057978,9,1,155.54256945419252,23445,0.3461,0.076976,2026-04-02 14:19:39
531,-15.290858870370531,36,1,205.48455907344675,23446,0.3454,0.263799,2026-04-02 14:19:39
532,-17.170392798266487,29,1,182.7649157033079,23446,0.3447,0.263799,2026-04-02 14:19:39
533,-16.879281496881678,20,1,140.98006348483483,23455,0.3440,0.185943,2026-04-02 14:19:39
534,-29.70755671356228,47,1,257.41176463080376,23468,0.3433,0.166760,2026-04-02 14:19:39
535,-0.6029340839695876,9,1,33.36621971563811,23521,0.3426,0.170877,2026-04-02 14:19:39
536,-2.73320309739415,14,1,73.82069542272328,23525,0.3420,0.186674,2026-04-02 14:19:39
537,-2.0007601167892606,8,1,59.27444128301085,23590,0.3413,0.113307,2026-04-02 14:19:40
538,-7.920769880136232,21,1,112.89681603045328,23626,0.3406,0.301727,2026-04-02 14:19:41
539,-18.00027096770137,38,1,206.34055477692667,23669,0.3399,0.285763,2026-04-02 14:19:41
540,-30.58261519217118,31,1,254.32913477800355,23690,0.3392,0.296771,2026-04-02 14:19:41
541,-53.775317274062935,55,1,376.69447366063514,23806,0.3386,0.079748,2026-04-02 14:19:42
542,-6.938582013967536,22,1,130.2230753863231,23806,0.3379,0.079748,2026-04-02 14:19:42
543,-15.83668150273865,42,1,192.4478254872632,23862,0.3372,0.236697,2026-04-02 14:19:43
544,-4.20707204406244,21,1,97.51418659139908,23862,0.3365,0.236697,2026-04-02 14:19:43
545,-36.6112562257654,35,1,278.76843048087505,23951,0.3358,0.092918,2026-04-02 14:19:44
546,-11.136275068978131,24,1,142.24180222347988,24000,0.3352,0.257515,2026-04-02 14:19:44
547,-5.005007694885559,12,1,94.33400234099389,24052,0.3345,0.148206,2026-04-02 14:19:45
548,-25.68969285695187,75,1,236.01414382198135,24067,0.3338,0.055856,2026-04-02 14:19:45
549,-11.677857144506111,27,1,141.45379122096858,24080,0.3332,0.100275,2026-04-02 14:19:45
550,-4.445638500404688,16,1,77.00984637191506,24131,0.3325,0.299003,2026-04-02 14:19:46
551,-9.469965208500774,35,1,198.21784464151946,24142,0.3318,0.162648,2026-04-02 14:19:46
552,-50.24850194177565,44,1,358.26385876169104,24155,0.3312,0.056806,2026-04-02 14:19:46
553,-1.8589642553488406,4,1,49.8769098790265,24193,0.3305,0.153225,2026-04-02 14:19:47
554,-13.861328967718041,18,1,122.73969715400997,24196,0.3299,0.192417,2026-04-02 14:19:47
555,-6.414953994442723,19,1,96.03445889805582,24234,0.3292,0.248327,2026-04-02 14:19:47
556,-87.63024994515042,83,1,431.3233294429934,24245,0.3285,0.126613,2026-04-02 14:19:47
557,0.304813978704084,1,1,13.33301473095842,24248,0.3279,0.322617,2026-04-02 14:19:47
558,-0.1127558911836406,2,1,19.684332146704993,24271,0.3272,0.222300,2026-04-02 14:19:47
559,-19.235714477889672,26,1,128.01708397760314,24407,0.3266,0.405418,2026-04-02 14:19:49
560,-9.884429113264098,27,1,156.96413562396725,24465,0.3259,0.438852,2026-04-02 14:19:49
561,-40.06998823165368,38,1,218.84992935782293,24497,0.3253,0.202827,2026-04-02 14:19:50
562,-36.11140056141443,59,1,313.6070549460683,24533,0.3246,0.061058,2026-04-02 14:19:50
563,0.05996771595913142,1,1,17.578605815884018,24548,0.3240,0.539257,2026-04-02 14:19:50
564,-46.934047013279866,44,1,304.85772632593,24626,0.3233,0.123147,2026-04-02 14:19:51
565,-42.67352374192162,70,1,477.0148403420293,24683,0.3227,0.343520,2026-04-02 14:19:52
566,-22.61658185273416,38,1,277.0561289116983,24712,0.3220,0.109298,2026-04-02 14:19:52
567,-20.0878814605607,33,1,261.4839655165794,24730,0.3214,0.276816,2026-04-02 14:19:52
568,-55.771962708950404,81,1,596.0406834655464,24780,0.3207,0.312101,2026-04-02 14:19:53
569,-14.845368848815028,36,1,188.2706529293427,24785,0.3201,0.165443,2026-04-02 14:19:53
570,-1.0922508281196421,9,1,41.28781505761603,24806,0.3195,0.279862,2026-04-02 14:19:53
571,-19.281199179794715,32,1,259.9355072187996,24807,0.3188,0.078207,2026-04-02 14:19:53
572,-4.258084380959506,14,1,92.10186996227569,24826,0.3182,0.057281,2026-04-02 14:19:53
573,-3.368130752172134,17,1,63.59412482233309,24949,0.3175,0.102132,2026-04-02 14:19:54
574,-185.30451829548667,193,1,1087.6107430021473,24958,0.3169,0.149778,2026-04-02 14:19:54
575,-3.850034470893727,24,1,73.7055776523432,25001,0.3163,0.193305,2026-04-02 14:19:55
576,-2.508057996645843,22,1,57.30060589708677,25006,0.3156,0.455388,2026-04-02 14:19:55
577,-20.946956552830308,42,1,227.31780593750767,25015,0.3150,0.300799,2026-04-02 14:19:55
578,-9.455219997265315,15,1,106.61972646839718,25081,0.3144,0.400927,2026-04-02 14:19:56
579,-3.768823944878126,3,1,55.379613400797396,25111,0.3137,0.107983,2026-04-02 14:19:56
580,-60.227735880784884,63,1,528.8696508957313,25121,0.3131,0.361526,2026-04-02 14:19:56
581,-3.2498748204823458,14,1,57.292887965253826,25131,0.3125,0.153943,2026-04-02 14:19:56
582,-0.8280010268793427,2,1,30.17192832587732,25132,0.3119,0.190458,2026-04-02 14:19:56
583,-54.29696129444185,45,1,322.06553403328763,25367,0.3112,0.091987,2026-04-02 14:19:59
584,-25.431952415242165,36,1,228.64400003337926,25424,0.3106,0.339213,2026-04-02 14:19:59
585,-15.944246625934014,47,1,158.1480203659731,25499,0.3100,0.033597,2026-04-02 14:20:00
586,-23.38714594297269,18,1,188.24040920238085,25515,0.3094,0.172704,2026-04-02 14:20:00
587,-11.74225882520008,17,1,151.88994847120875,25565,0.3088,0.066697,2026-04-02 14:20:01
588,-45.06724678624302,56,1,430.557759150248,25581,0.3081,0.182215,2026-04-02 14:20:01
589,-6.558725667588904,22,1,126.45132819266266,25695,0.3075,0.170427,2026-04-02 14:20:02
590,-1.3346904755290359,2,1,34.49635934744165,25718,0.3069,0.138097,2026-04-02 14:20:02
591,-118.11671393659387,122,1,702.8806722532244,25743,0.3063,0.236105,2026-04-02 14:20:03
592,-76.39366688028129,109,1,547.0822396356691,25814,0.3057,0.193063,2026-04-02 14:20:03
593,-1.8097904603643498,10,1,48.339033917645125,25828,0.3051,0.128998,2026-04-02 14:20:03
594,-22.519927194574027,34,1,211.840587111903,25855,0.3045,0.155931,2026-04-02 14:20:04
595,-1.6791376040059998,7,1,43.00270193829367,25875,0.3039,0.110189,2026-04-02 14:20:04
596,-5.711624526089462,21,1,105.04023770059577,26000,0.3033,0.315921,2026-04-02 14:20:05
597,-168.89472538471273,155,1,950.8348194049989,26005,0.3026,0.044325,2026-04-02 14:20:05
598,-1.7894432990006646,5,1,58.36697159935889,26045,0.3020,0.125215,2026-04-02 14:20:06
599,-1.215163889480381,3,1,39.902355966180615,26075,0.3014,0.312798,2026-04-02 14:20:06
600,-57.0710260165109,53,1,289.07365038145383,26142,0.3008,0.138109,2026-04-02 14:20:07
601,0.21550889658500572,1,1,17.61418275596042,26156,0.3002,0.258422,2026-04-02 14:20:07
602,-150.89783301023866,153,1,977.1568254297813,26208,0.2996,0.192312,2026-04-02 14:20:07
603,-9.468688528630958,21,1,106.88207252357591,26330,0.2990,0.183157,2026-04-02 14:20:09
604,-34.32346484552074,80,1,458.1143489188734,26514,0.2984,0.157478,2026-04-02 14:20:11
605,-55.03878444970566,50,1,384.1746782650663,26612,0.2978,0.091020,2026-04-02 14:20:12
606,-83.13694939613163,69,1,621.8407995156617,26628,0.2972,0.326234,2026-04-02 14:20:12
607,-2.1974010423851373,7,1,65.21046744176596,26673,0.2966,0.133963,2026-04-02 14:20:12
608,-88.96425999025934,147,1,782.3607914371531,26728,0.2961,0.211525,2026-04-02 14:20:13
609,-81.0091833764607,93,1,604.8350247723939,26746,0.2955,0.151945,2026-04-02 14:20:13
610,-58.11457612759369,57,1,422.3017094009538,26787,0.2949,0.338562,2026-04-02 14:20:13
611,-3.428984179831971,7,1,51.60814117028243,26850,0.2943,0.299645,2026-04-02 14:20:14
612,-5.497796361390858,13,1,113.59577382282964,26961,0.2937,0.156591,2026-04-02 14:20:15
613,-150.57381946018128,194,1,1364.0299768350915,27031,0.2931,0.258915,2026-04-02 14:20:16
614,-38.361539691242534,51,1,357.2037528091286,27035,0.2925,0.041919,2026-04-02 14:20:16
615,-5.871071432875777,10,1,57.500559605158486,27046,0.2919,0.141747,2026-04-02 14:20:16
616,-130.64176253035455,153,1,940.3052412310424,27066,0.2913,0.259973,2026-04-02 14:20:16
617,-12.311269696037927,16,1,127.37399218098145,27162,0.2908,0.209176,2026-04-02 14:20:17
618,-50.93073729530472,65,1,346.35406432031175,27189,0.2902,0.149731,2026-04-02 14:20:18
619,-84.19492011414106,98,1,558.894586354937,27292,0.2896,0.015408,2026-04-02 14:20:19
620,-18.123857600391574,32,1,254.15701201551508,27450,0.2890,0.258778,2026-04-02 14:20:20
621,-46.20223109034026,48,1,375.04037147893047,27454,0.2884,0.204283,2026-04-02 14:20:20
622,-9.857109953264075,11,1,97.9457806434307,27549,0.2879,0.084863,2026-04-02 14:20:21
623,-108.95168142826192,104,1,717.2727311956489,27554,0.2873,0.186370,2026-04-02 14:20:21
624,-56.52662551340126,68,1,445.0489670076643,27576,0.2867,0.112023,2026-04-02 14:20:22
625,-29.225709060870702,30,1,339.0234632278877,27693,0.2861,0.092618,2026-04-02 14:20:23
626,-9.580127103583509,22,1,189.76296188521584,27757,0.2856,0.082077,2026-04-02 14:20:24
627,-19.55061483830521,30,1,207.64270597736618,27791,0.2850,0.094943,2026-04-02 14:20:24
628,-0.9719997669720123,10,1,30.456892910505236,27842,0.2844,0.061060,2026-04-02 14:20:25
629,-66.83694077261747,69,1,536.1754775122273,27843,0.2839,0.254430,2026-04-02 14:20:25
630,-61.647959282921114,55,1,459.274984774993,27996,0.2833,0.126708,2026-04-02 14:20:26
631,-28.99538684386698,32,1,272.7117812873615,28050,0.2827,0.053844,2026-04-02 14:20:27
632,-44.93618967805462,48,1,290.7115242764661,28077,0.2822,0.165079,2026-04-02 14:20:27
633,-0.9598910655099712,3,1,26.536065606783495,28079,0.2816,0.041858,2026-04-02 14:20:27
634,-1.2486368325491064,4,1,36.234897536988164,28117,0.2810,0.203068,2026-04-02 14:20:27
635,-6.898258605565477,9,1,83.17779122236817,28154,0.2805,0.214386,2026-04-02 14:20:28
636,-5.695518659443955,14,1,103.01744997492825,28234,0.2799,0.121420,2026-04-02 14:20:29
637,-33.15351585455294,50,1,349.3222336082485,28242,0.2794,0.219553,2026-04-02 14:20:29
638,-143.82638114706893,137,1,952.8817839840326,28245,0.2788,0.212315,2026-04-02 14:20:29
639,0.01186457391235149,1,1,18.744075699236284,28256,0.2782,0.212462,2026-04-02 14:20:29
640,-30.805971661332215,52,1,256.1436208802302,28256,0.2777,0.212462,2026-04-02 14:20:29
641,-202.53998445253805,200,0,1285.9872511905578,28324,0.2771,0.035701,2026-04-02 14:20:30
642,-15.766218666749463,22,1,174.29723812995633,28331,0.2766,0.052633,2026-04-02 14:20:30
643,-4.470761421727529,15,1,60.257029798095,28368,0.2760,0.167032,2026-04-02 14:20:30
644,-5.2663772972254455,15,1,85.44225301192563,28379,0.2755,0.209380,2026-04-02 14:20:30
645,-6.8100027027321435,17,1,104.35643021267407,28395,0.2749,0.172884,2026-04-02 14:20:30
646,-0.9367833096851936,12,1,39.712406407126906,28431,0.2744,0.173343,2026-04-02 14:20:31
647,-29.654915492539697,25,1,198.95287561094506,28431,0.2738,0.173343,2026-04-02 14:20:31
648,-3.1715908010629486,17,1,63.25623341142223,28519,0.2733,0.105248,2026-04-02 14:20:32
649,-0.19265644476651322,2,1,16.198903983919145,28542,0.2727,0.091914,2026-04-02 14:20:32
650,-211.20876367848874,200,0,1108.172677293128,28623,0.2722,0.331704,2026-04-02 14:20:33
651,-9.717801380665268,29,1,123.2200106934434,28629,0.2716,0.111934,2026-04-02 14:20:33
652,-58.85893857349114,86,1,592.4897350776298,28671,0.2711,0.253691,2026-04-02 14:20:33
653,0.6368513777216728,1,1,8.864602354108865,28686,0.2705,0.134426,2026-04-02 14:20:33
654,-11.926230518525132,10,1,111.479364718281,28714,0.2700,0.070508,2026-04-02 14:20:34
655,-38.56764370965112,38,1,271.9443514944525,28734,0.2695,0.369459,2026-04-02 14:20:34
656,-0.6607508081750638,14,1,32.64892081649935,28803,0.2689,0.077034,2026-04-02 14:20:35
657,-8.96181463212899,4,1,78.67817746912087,28842,0.2684,0.214192,2026-04-02 14:20:35
658,-20.73014447210968,29,1,206.8612894720036,28950,0.2679,0.118208,2026-04-02 14:20:36
659,-16.62610392873182,34,1,142.7951228111506,29010,0.2673,0.235668,2026-04-02 14:20:37
660,-67.16828686177914,60,1,384.1879508258823,29018,0.2668,0.006569,2026-04-02 14:20:37
661,-79.36657103406294,83,1,464.4504503002481,29021,0.2662,0.430851,2026-04-02 14:20:37
662,0.4291069038756588,2,1,12.829938723971345,29030,0.2657,0.245561,2026-04-02 14:20:37
663,-7.93640816740674,24,1,102.03970839859879,29145,0.2652,0.043808,2026-04-02 14:20:38
664,-12.692225946860338,42,1,142.99571777516175,29179,0.2647,0.381123,2026-04-02 14:20:39
665,-1.4365566739729594,4,1,34.825317716717834,29183,0.2641,0.121005,2026-04-02 14:20:39
666,-15.311299568595667,22,1,88.26870271605259,29199,0.2636,0.125131,2026-04-02 14:20:39
667,-83.54244933638553,76,1,415.176384661381,29224,0.2631,0.288860,2026-04-02 14:20:39
668,-4.684687014401762,6,1,66.53305795389615,29252,0.2625,0.330014,2026-04-02 14:20:39
669,-8.026893016836402,37,1,127.20145180653171,29312,0.2620,0.212196,2026-04-02 14:20:40
670,-97.4229838301913,114,1,675.655781731924,29328,0.2615,0.316592,2026-04-02 14:20:40
671,-7.927646180361097,10,1,95.53022075831426,29336,0.2610,0.168709,2026-04-02 14:20:40
672,-2.512340299451529,5,1,46.61589552469998,29357,0.2604,0.066699,2026-04-02 14:20:41
673,-4.326704890259775,13,1,75.09878339693394,29446,0.2599,0.361384,2026-04-02 14:20:42
674,-6.792967289384135,15,1,117.1792074658565,29452,0.2594,0.076626,2026-04-02 14:20:42
675,-7.744362906285536,13,1,97.73308963963305,29465,0.2589,0.170213,2026-04-02 14:20:42
676,-124.52275562100199,146,1,914.7408533501568,29468,0.2584,0.043724,2026-04-02 14:20:42
677,-0.0487692005598217,1,1,18.3303437178575,29482,0.2579,0.221789,2026-04-02 14:20:42
678,-35.39531098053676,60,1,296.8971466294941,29504,0.2573,0.292824,2026-04-02 14:20:42
679,-41.3963867719504,38,1,271.7053362663286,29525,0.2568,0.201590,2026-04-02 14:20:42
680,-3.6054533649958502,9,1,59.22434898414232,29525,0.2563,0.201590,2026-04-02 14:20:42
681,0.1205123916163388,2,1,16.435066236267527,29525,0.2558,0.201590,2026-04-02 14:20:42
682,-0.20368569765121455,1,1,19.59107644310681,29540,0.2553,0.138084,2026-04-02 14:20:43
683,-10.84587836335666,13,1,145.13450485451463,29570,0.2548,0.140939,2026-04-02 14:20:43
684,-26.65310416115779,51,1,246.76753412374833,29574,0.2543,0.134543,2026-04-02 14:20:43
685,-1.6619832825983267,8,1,37.46189653044506,29590,0.2538,0.153559,2026-04-02 14:20:43
686,-11.628950143522577,22,1,161.1027518306469,29703,0.2533,0.443232,2026-04-02 14:20:44
687,-8.336192694163076,19,1,147.15138482131863,29730,0.2527,0.195158,2026-04-02 14:20:45
688,-22.57030905945036,48,1,285.84807499186957,29824,0.2522,0.084806,2026-04-02 14:20:46
689,-46.61020793150078,83,1,415.38985821919397,29834,0.2517,0.097414,2026-04-02 14:20:46
690,-1.532308447624787,5,1,40.29645586825752,29870,0.2512,0.456270,2026-04-02 14:20:46
691,-4.609472761796427,18,1,66.76418686861714,29878,0.2507,0.053029,2026-04-02 14:20:46
692,0.5870793777216705,1,1,8.864602354108865,29884,0.2502,0.168554,2026-04-02 14:20:46
693,-59.550490316912054,52,1,388.77596957407275,29890,0.2497,0.747937,2026-04-02 14:20:46
694,-4.013997603430718,7,1,86.83450025817548,29893,0.2492,0.080026,2026-04-02 14:20:46
695,-65.29310248790702,69,1,512.0703766300737,30139,0.2487,0.166666,2026-04-02 14:20:49
696,-34.50214389261655,37,1,269.5088156589111,30195,0.2482,0.395454,2026-04-02 14:20:49
697,-39.26586694312705,84,1,269.0623360481244,30205,0.2477,0.195500,2026-04-02 14:20:50
698,-14.017541475898206,16,1,112.24787281481686,30340,0.2472,0.125102,2026-04-02 14:20:51
699,-22.42006048306957,23,1,140.41806462504724,30384,0.2467,0.251526,2026-04-02 14:20:51
700,-104.07771568235214,111,1,870.695287207178,30449,0.2463,0.088753,2026-04-02 14:20:52
701,-1.5082799904819053,8,1,57.21819164617016,30454,0.2458,0.137642,2026-04-02 14:20:52
702,-0.8590143897985214,1,1,28.689533390799745,30462,0.2453,0.238095,2026-04-02 14:20:52
703,-17.26778789300179,18,1,130.78801596703926,30487,0.2448,0.404224,2026-04-02 14:20:53
704,-62.15497864545352,102,1,594.674034219809,30509,0.2443,0.066734,2026-04-02 14:20:53
705,-0.9813063087405014,8,1,37.931751513933364,30530,0.2438,0.259119,2026-04-02 14:20:53
706,-0.20740786972814587,2,1,19.674437804070436,30530,0.2433,0.259119,2026-04-02 14:20:53
707,0.5688102252504065,2,1,8.50733044788685,30551,0.2428,0.319166,2026-04-02 14:20:53
708,-1.4766364433902595,5,1,34.03895609202895,30576,0.2423,0.042876,2026-04-02 14:20:54
709,0.022994133397348286,3,1,17.36289670079092,30607,0.2419,0.146692,2026-04-02 14:20:54
710,-78.27976364839765,92,1,649.8622852982619,30610,0.2414,0.099512,2026-04-02 14:20:54
711,-100.73225678883094,92,1,668.1195985655532,30616,0.2409,0.055254,2026-04-02 14:20:54
712,-1.8924455421754287,11,1,39.98665153505402,30642,0.2404,0.160551,2026-04-02 14:20:54
713,0.732258377721673,1,1,8.86460235410887,30657,0.2399,0.059848,2026-04-02 14:20:54
714,-36.13460870600138,75,1,422.19246181187935,30730,0.2394,0.267285,2026-04-02 14:20:55
715,-7.692155466518727,15,1,106.7425619706726,30783,0.2390,0.104650,2026-04-02 14:20:56
716,-16.94258643785661,27,1,118.15456098161104,30823,0.2385,0.131449,2026-04-02 14:20:56
717,-11.594181758873404,27,1,185.90690075680243,30827,0.2380,0.204207,2026-04-02 14:20:56
718,-8.535411023268589,10,1,138.0739667683966,30868,0.2375,0.135075,2026-04-02 14:20:57
719,-6.594437103285929,19,1,117.42597529376275,30885,0.2371,0.241614,2026-04-02 14:20:57
720,-10.347215536871886,18,1,96.96002512424958,31018,0.2366,0.222452,2026-04-02 14:20:58
721,-21.518740455730775,53,1,272.4262454167553,31039,0.2361,0.325515,2026-04-02 14:20:58
722,-194.0378454326089,155,1,1038.873606890095,31096,0.2356,0.137089,2026-04-02 14:20:59
723,-33.377643023931036,41,1,320.43279067570336,31152,0.2352,0.238792,2026-04-02 14:21:00
724,-99.63088046196816,95,1,604.5827520398839,31234,0.2347,0.070266,2026-04-02 14:21:01
725,-33.21016583986798,44,1,305.6707688849468,31239,0.2342,0.221521,2026-04-02 14:21:01
726,0.7834134637463908,2,1,6.978531016946294,31261,0.2338,0.271131,2026-04-02 14:21:01
727,-12.173628499722058,23,1,141.23545051336535,31285,0.2333,0.341935,2026-04-02 14:21:01
728,-4.953440479683819,7,1,66.3960378606758,31294,0.2328,0.281752,2026-04-02 14:21:01
729,-19.916872218520208,36,1,225.7757249802287,31304,0.2324,0.304294,2026-04-02 14:21:01
730,-17.29504029825434,19,1,125.25644085098483,31306,0.2319,0.443964,2026-04-02 14:21:01
731,-15.557872863940014,35,1,161.6188106073786,31316,0.2314,0.696283,2026-04-02 14:21:01
732,-11.081335154945661,16,1,127.51531876811684,31450,0.2310,0.175422,2026-04-02 14:21:03
733,-11.579825426574317,23,1,168.20783024092637,31470,0.2305,0.416855,2026-04-02 14:21:03
734,-0.4263854689118315,3,1,28.740924353130396,31501,0.2300,0.211545,2026-04-02 14:21:03
735,-91.88126310376849,140,1,814.8390917408515,31550,0.2296,0.080120,2026-04-02 14:21:04
736,-5.643798049285908,7,1,100.8249025846801,31613,0.2291,0.060008,2026-04-02 14:21:04
737,-86.06579962760308,101,1,738.8237547850156,31623,0.2287,0.407743,2026-04-02 14:21:05
738,-41.66799734328123,50,1,418.8737975763138,31656,0.2282,0.187272,2026-04-02 14:21:05
739,-6.532535723146604,21,1,64.1222796573359,31672,0.2278,0.444773,2026-04-02 14:21:05
740,-45.548197523880646,48,1,283.72104935621223,31676,0.2273,0.168826,2026-04-02 14:21:05
741,-13.430219294912346,33,1,196.97103632431407,31713,0.2268,0.318274,2026-04-02 14:21:06
742,-3.803363924759005,8,1,71.42949441737731,31746,0.2264,0.466216,2026-04-02 14:21:06
743,-5.413940291799114,22,1,92.53368122103785,31852,0.2259,0.313728,2026-04-02 14:21:07
744,-6.3679532693905765,15,1,110.04523288373807,31872,0.2255,0.155774,2026-04-02 14:21:07
745,-12.60273514203018,19,1,133.55901055951833,32009,0.2250,0.462247,2026-04-02 14:21:09
746,-30.35061958358216,45,1,255.3000492373379,32017,0.2246,0.257372,2026-04-02 14:21:09
747,-4.4872249914524325,11,1,86.7945044144754,32111,0.2241,0.267117,2026-04-02 14:21:10
748,-124.88376181825976,112,1,818.7207987600717,32189,0.2237,0.249385,2026-04-02 14:21:11
749,-22.872164008232488,40,1,207.79572956750968,32195,0.2232,0.151584,2026-04-02 14:21:11
750,-47.093172307780954,76,1,454.11141295567063,32216,0.2228,0.156247,2026-04-02 14:21:11
751,-12.846608598487144,16,1,154.39411040624003,32243,0.2223,0.207056,2026-04-02 14:21:11
752,-0.8079555863798632,4,1,38.0613557350804,32254,0.2219,0.110425,2026-04-02 14:21:11
753,-25.523505823544376,37,1,216.313674781164,32306,0.2215,0.063372,2026-04-02 14:21:12
754,-5.5142182203797665,15,1,87.33047220880516,32380,0.2210,0.317209,2026-04-02 14:21:13
755,-51.61741271334357,89,1,510.6377204127703,32418,0.2206,0.079818,2026-04-02 14:21:13
756,-41.4728400267441,36,1,314.61233473954707,32478,0.2201,0.139870,2026-04-02 14:21:14
757,-17.809194469591503,28,1,190.6281914613426,32534,0.2197,0.195446,2026-04-02 14:21:14
758,-2.785686591078866,7,1,50.12504421006457,32596,0.2193,0.159562,2026-04-02 14:21:15
759,0.22109984383433756,1,1,14.889961736395968,32611,0.2188,0.111742,2026-04-02 14:21:15
760,-12.932450848187637,24,1,163.67454150009613,32612,0.2184,0.353859,2026-04-02 14:21:15
761,-21.934562975758798,32,1,221.3743180708188,32738,0.2179,0.118237,2026-04-02 14:21:16
762,-74.10838998333594,74,1,468.33427461609557,32831,0.2175,0.217418,2026-04-02 14:21:17
763,-64.06953034749935,57,1,301.127766745807,32835,0.2171,0.054611,2026-04-02 14:21:17
764,-173.26649503610676,200,0,1074.1428070530044,32881,0.2166,0.092907,2026-04-02 14:21:18
765,-3.783285852714944,9,1,79.89324687785499,32913,0.2162,0.208015,2026-04-02 14:21:18
766,-13.62903233680223,21,1,113.61359557548859,33002,0.2158,0.173893,2026-04-02 14:21:19
767,-10.999520469510541,35,1,139.2455170294049,33020,0.2153,0.186396,2026-04-02 14:21:19
768,-23.197164665912204,23,1,226.8608504820007,33102,0.2149,0.419297,2026-04-02 14:21:20
769,-10.839741282294417,20,1,124.87161269761314,33185,0.2145,0.027543,2026-04-02 14:21:21
770,-144.33892993958207,200,0,984.3372406468787,33197,0.2141,0.195137,2026-04-02 14:21:21
771,-23.110513406031185,28,1,210.67246371232784,33229,0.2136,0.212849,2026-04-02 14:21:21
772,-1.8324478099473753,4,1,36.735814722516174,33234,0.2132,0.312179,2026-04-02 14:21:21
773,-14.269050754528202,23,1,156.76216157568146,33291,0.2128,0.146686,2026-04-02 14:21:22
774,-24.841223213693564,29,1,138.42942659572145,33472,0.2123,0.152159,2026-04-02 14:21:24
775,-122.88484762109985,121,1,981.1966567786185,33573,0.2119,0.198347,2026-04-02 14:21:25
776,-40.45179906874373,38,1,351.94954629631087,33600,0.2115,0.079392,2026-04-02 14:21:25
777,-31.810908286818474,48,1,308.5926126714214,33614,0.2111,0.109581,2026-04-02 14:21:25
778,-10.176644253196965,23,1,117.69646883102719,33660,0.2106,0.051436,2026-04-02 14:21:26
779,-9.714516738162887,18,1,100.12024634501009,33720,0.2102,0.238977,2026-04-02 14:21:27
780,-2.1792222120559086,7,1,48.64559682095898,33721,0.2098,0.308779,2026-04-02 14:21:27
781,-8.799304552820198,13,1,112.25344467041273,33722,0.2094,0.123127,2026-04-02 14:21:27
